maker,year_range,supplier_group,product,trade_year_cnt,total_volume
SEAT,2021-2025,Continental,abs_esc,3,1699
SEAT,2021-2025,Friedrich Boysen GmbH & Co. KG,catalytic_converter,2,1076
SEAT,2021-2025,Meleghy Automotive GmbH & Co. KG,chassis_frame,1,447
SEAT,2021-2025,Meleghy Automotive GmbH & Co. KG,crossmember,1,280
SEAT,2021-2025,Rollax GmbH & Co. KG,automatic_transmission_(at),3,1323
SEAT,2021-2025,Rollax GmbH & Co. KG,chassis_frame,1,615
SEAT,2021-2025,Vitesco,fuel_pump,3,2870
SEAT,2021-2025,ZF,abs_esc,4,1649
SERES,2021-2025,Bosch,abs_esc,2,8057
SERES,2021-2025,"Chengdu Zhengheng Auto Parts Co., Ltd.",cylinder_block,1,441
SERES,2021-2025,"Neijiang Jinhong Crankshaft Co., Ltd.",crankshaft,1,2581
SERES,2021-2025,Ningbo Shenglong Group,oil_pump,2,2841
SERES,2021-2025,"Shanghai LEEKR Technology Co., Ltd.",abs_esc,1,1369
SERES,2021-2025,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,1,735
Shanghai GM,2005-2010,Nexteer,steering_gear,1,962
Shanghai GM,2011-2015,Bosch,abs_esc,1,466
Shanghai GM,2011-2015,Bosch,transmission_shaft,1,2261
Shanghai GM,2011-2015,Continental,abs_esc,1,662
Shanghai GM,2011-2015,Faurecia,catalytic_converter,1,545
Shanghai GM,2011-2015,Faurecia,exhaust_manifold,1,2956
Shanghai GM,2011-2015,Gestamp,chassis_frame,1,895
Shanghai GM,2011-2015,Guangzhou,clutch,1,3543
Shanghai GM,2011-2015,Katcon,catalytic_converter,1,882
Shanghai GM,2011-2015,KB Autosys,disc_brake_(pad),1,1948
Shanghai GM,2011-2015,Kolbenschmidt,piston,1,1213
Shanghai GM,2011-2015,Nexteer,steering_gear,1,1120
Shanghai GM,2011-2015,Ryobi,automated_manual_transmission,1,8505
Shanghai GM,2011-2015,Ryobi,cylinder_block,1,1081
Shanghai GM,2011-2015,SAIC Motor Group,clutch,2,1327
Shanghai GM,2011-2015,"Shanghai Huizhong Automotive Manufacturing Co., Ltd.",crossmember,1,2845
Shanghai GM,2011-2015,"Shanghai Tenneco Exhaust System Co., Ltd.",exhaust_manifold,1,517
Shanghai GM,2011-2015,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,145
Shanghai GM,2011-2015,"Yantai Huizhong Automotive Chassis Systems Co., Ltd.",crossmember,1,2840
Shanghai GM,2011-2015,ZF,abs_esc,1,1624
Shanghai GM,2011-2015,ZF,shock_absorber,1,834
Shanghai GM,2016-2020,Bosch,abs_esc,2,633
Shanghai GM,2016-2020,Exedy,torque_converter,1,410
Shanghai GM,2016-2020,Pyung Hwa,shock_absorber,1,485
Shanghai GM,2016-2020,Shanghai Beite Tech,stablizer,1,1018
Shanghai GM,2016-2020,Shanghai Beite Tech,steering_gear,1,723
Shanghai GM,2016-2020,"Shanghai Sachs Huizhong Shock Absorber Co., Ltd.",shock_absorber,1,914
Shanghai GM,2016-2020,"Shanghai Tenneco Exhaust System Co., Ltd.",catalytic_converter,1,284
Shanghai GM,2016-2020,"Wuhan Tenneco Exhaust System Co., Ltd.",catalytic_converter,2,1087
Shanghai GM,2021-2025,Bosch,abs_esc,1,561
Shanghai GM,2021-2025,Denso,starter_motor,1,847
Shanghai GM Wuling,2011-2015,Guangzhou,clutch,1,452
Shanghai Volkswagen,2011-2015,Aisin,automatic_transmission_(at),1,993
Shanghai Volkswagen,2011-2015,Aptiv,disc_brake_(pad),1,403
Shanghai Volkswagen,2011-2015,ASIMCO (Nanjing) Limited (Formerly ASIMCO (Beijing) Limited),starter_motor,1,2841
Shanghai Volkswagen,2011-2015,Benteler,chassis_frame,1,862
Shanghai Volkswagen,2011-2015,Bosch,fuel_injection,1,971
Shanghai Volkswagen,2011-2015,"Changchun NOK-Freudenberg Oil seal Co., Ltd.",camshaft,1,522
Shanghai Volkswagen,2011-2015,China Spring Corporation Limited,stablizer,1,882
Shanghai Volkswagen,2011-2015,Contitech Fluid Shanghai Co.�ALtd.,clutch,1,877
Shanghai Volkswagen,2011-2015,Dayco,crankshaft,2,4910
Shanghai Volkswagen,2011-2015,"Dongying Xinyi Automobile Fitting Co., Ltd.",disc_brake_(pad),1,905
Shanghai Volkswagen,2011-2015,Faurecia,exhaust_manifold,1,449
Shanghai Volkswagen,2011-2015,Fawer,oil_pump,1,2167
Shanghai Volkswagen,2011-2015,Fawer,water_pump,1,2506
Shanghai Volkswagen,2011-2015,Kolbenschmidt,piston,1,967
Shanghai Volkswagen,2011-2015,MAHLE,piston,1,750
Shanghai Volkswagen,2011-2015,Marelli,fuel_injection,1,406
Shanghai Volkswagen,2011-2015,"Nanjing Valeo Clutch Co., Ltd.",clutch,1,188
Shanghai Volkswagen,2011-2015,SAGW,manual_transmission,1,140
Shanghai Volkswagen,2011-2015,SAIC Motor Group,clutch,2,4384
Shanghai Volkswagen,2011-2015,"Sanden HASCO Automotive Air-Conditioning Co., Ltd. (Formerly Sanden Huayu Automotive Air-Conditioning Co., Ltd.)",clutch,1,563
Shanghai Volkswagen,2011-2015,"Shanghai Boyang Electrical & Mechanical Technology Development Co., Ltd.",fuel_injection,1,224
Shanghai Volkswagen,2011-2015,"Shanghai Cosmopolitan Automobile Accessory Co., Ltd.",water_pump,1,906
Shanghai Volkswagen,2011-2015,Shanghai Hezhong Auto Parts Factory.,camshaft,1,900
Shanghai Volkswagen,2011-2015,Shanghai Hezhong Auto Parts Factory.,crankshaft,1,552
Shanghai Volkswagen,2011-2015,"Shanghai Huizhong Automotive Manufacturing Co., Ltd.",crossmember,1,4188
Shanghai Volkswagen,2011-2015,"Shanghai Metalsa Automotive Parts Co., Ltd.",manual_transmission,1,1688
Shanghai Volkswagen,2011-2015,"Shanghai Valeo Automotive Electrical Systems Co., Ltd.",starter_motor,1,241
Shanghai Volkswagen,2011-2015,"Shanghai Volkswagen Powertrain Co., Ltd.",cylinder_block,1,756
Shanghai Volkswagen,2011-2015,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,1495
Shanghai Volkswagen,2011-2015,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,879
Shanghai Volkswagen,2011-2015,Volkswagen,manual_transmission,2,2421
Shanghai Volkswagen,2011-2015,"Wuxi Zhongce Shock Absorber Co., Ltd.",manual_transmission,1,289
Shanghai Volkswagen,2011-2015,Xixia,water_pump,1,347
Shanghai Volkswagen,2011-2015,ZF,automatic_transmission_(at),1,275
Shanghai Volkswagen,2011-2015,ZF,power_steering_pump,1,966
Shineray,2021-2025,Beijing West Industries,abs_esc,1,942
Shineray,2021-2025,Trinova,abs_esc,1,689
Shineray,2021-2025,Youfin,abs_esc,3,1726
Shineray,2021-2025,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",abs_esc,1,795
Sinogold,2016-2020,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,1,248
SINOTRUK,2021-2025,Shengrui,automatic_transmission_(at),2,1358
SINOTRUK,2021-2025,"Zhejiang Zhixuanxing Automotive Components Co., Ltd.",abs_esc,1,848
SITECH,2016-2020,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",abs_esc,2,1516
Skoda,2005-2010,Aisin,automatic_transmission_(at),1,1296
Skoda,2005-2010,Bosch,starter_motor,1,146
Skoda,2005-2010,Continental,fuel_pump,1,182
Skoda,2005-2010,Federal-Mogul,disc_brake_(pad),1,439
Skoda,2005-2010,Garrett Motion,disc_brake_(pad),1,311
Skoda,2005-2010,Garrett Motion,exhaust_manifold,1,975
Skoda,2005-2010,Hirschvogel,transmission_shaft,2,1021
Skoda,2005-2010,MAHLE,piston,1,843
Skoda,2005-2010,Schaeffler,clutch,1,945
Skoda,2005-2010,TMD Friction Holdings GmbH,disc_brake_(pad),1,525
Skoda,2005-2010,Valeo,starter_motor,1,772
Skoda,2005-2010,ZF,clutch,1,163
Skoda,2005-2010,ZF,power_steering_pump,1,995
Skoda,2011-2015,B?hler Motor GmbH,water_pump,1,502
Skoda,2011-2015,BorgWarner,clutch,1,853
Skoda,2011-2015,Bosch,fuel_injection,2,447
Skoda,2011-2015,Bosch,fuel_pump,1,769
Skoda,2011-2015,Bosch,starter_motor,2,961
Skoda,2011-2015,"Brose Fahrzeugteile SE & Co. KG, Coburg",water_pump,1,941
Skoda,2011-2015,Continental,abs_esc,1,793
Skoda,2011-2015,Continental,catalytic_converter,1,206
Skoda,2011-2015,Continental,fuel_pump,1,153
Skoda,2011-2015,Federal-Mogul,piston,3,2500
Skoda,2011-2015,Forvia,exhaust_manifold,2,1099
Skoda,2011-2015,Freudenberg Sealing Technologies,camshaft,3,1551
Skoda,2011-2015,Fritz Winter Eisengie?erei GmbH & Co. KG - Stadtallendorf,drum_brake_(drum),1,751
Skoda,2011-2015,FTE,clutch,1,384
Skoda,2011-2015,Hirschvogel,transmission_shaft,1,556
Skoda,2011-2015,Magna,chassis_frame,1,166
Skoda,2011-2015,MAHLE,piston,3,2697
Skoda,2011-2015,Marelli,fuel_injection,2,1183
Skoda,2011-2015,Nidec,water_pump,2,1187
Skoda,2011-2015,Pierburg,water_pump,1,109
Skoda,2011-2015,Rheinmetall,piston,1,494
Skoda,2011-2015,Rheinmetall,water_pump,1,768
Skoda,2011-2015,thyssenKrupp,camshaft,1,1090
Skoda,2011-2015,thyssenKrupp,crankshaft,3,992
Skoda,2011-2015,thyssenKrupp,stablizer,1,163
Skoda,2011-2015,Valeo,starter_motor,2,1471
Skoda,2011-2015,Vibracoustic,stablizer,1,481
Skoda,2011-2015,ZF,automated_manual_transmission,1,266
Skoda,2011-2015,ZF,camshaft,2,596
Skoda,2011-2015,ZF,clutch,2,2963
Skoda,2011-2015,ZF,power_steering_pump,1,442
Skoda,2011-2015,ZF,steering_gear,1,582
Skoda,2016-2020,Aisin,automatic_transmission_(at),1,272
Skoda,2016-2020,Benteler,crossmember,2,786
Skoda,2016-2020,Continental,abs_esc,1,126
Skoda,2016-2020,Continental,catalytic_converter,2,1590
Skoda,2016-2020,Continental,fuel_injection,1,622
Skoda,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,1,533
Skoda,2016-2020,Federal-Mogul,disc_brake_(pad),1,718
Skoda,2016-2020,Federal-Mogul,piston,1,369
Skoda,2016-2020,Freudenberg Sealing Technologies,camshaft,2,1595
Skoda,2016-2020,Gestamp,chassis_frame,1,1588
Skoda,2016-2020,Gestamp,crossmember,1,662
Skoda,2016-2020,Hirschvogel,fuel_injection,1,335
Skoda,2016-2020,Industrie Saleri Italo S.p.A.,water_pump,1,356
Skoda,2016-2020,KSM Castings Group GmbH,camshaft,1,254
Skoda,2016-2020,Linamar,camshaft,1,583
Skoda,2016-2020,Linamar,crankshaft,1,799
Skoda,2016-2020,Linamar,transmission_shaft,1,216
Skoda,2016-2020,Magna,oil_pump,1,496
Skoda,2016-2020,MAHLE,piston,1,858
Skoda,2016-2020,Marelli,fuel_injection,1,656
Skoda,2016-2020,Marelli,fuel_pump,1,645
Skoda,2016-2020,Nemak,cylinder_block,1,107
Skoda,2016-2020,Nidec,water_pump,1,904
Skoda,2016-2020,Rheinmetall,piston,3,1675
Skoda,2016-2020,Rheinmetall,water_pump,3,2667
Skoda,2016-2020,Rollax GmbH & Co. KG,chassis_frame,1,320
Skoda,2016-2020,Schaeffler,clutch,1,663
Skoda,2016-2020,"Sumitomo Riko Co., Ltd. (Formerly, Tokai Rubber Industries)",stablizer,1,907
Skoda,2016-2020,ZF,chassis_frame,2,1015
Skoda,2016-2020,ZF,clutch,2,941
Skoda,2021-2025,Bosch,fuel_injection,1,237
Skoda,2021-2025,Denso,starter_motor,3,1287
Skoda,2021-2025,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,2,1118
Skoda,2021-2025,Faurecia,exhaust_manifold,2,3568
Skoda,2021-2025,Gabriel India Ltd.,shock_absorber,3,3174
Skoda,2021-2025,Gedia Gebrueder Dingerkus GmbH,chassis_frame,2,1048
Skoda,2021-2025,Gestamp,chassis_frame,2,1462
Skoda,2021-2025,Gestamp,crossmember,2,900
Skoda,2021-2025,Hirschvogel,fuel_injection,2,976
Skoda,2021-2025,Hirschvogel,transmission_shaft,3,2024
Skoda,2021-2025,Jaya Hind Industries ltd.,cylinder_block,1,637
Skoda,2021-2025,Kirchhoff,crossmember,1,915
Skoda,2021-2025,KIRCHHOFF,chassis_frame,1,136
Skoda,2021-2025,KYB,shock_absorber,1,708
Skoda,2021-2025,Rollax GmbH & Co. KG,chassis_frame,2,769
Skoda,2021-2025,SHW,oil_pump,2,1038
Skoda,2021-2025,Tenneco,piston,2,1307
Skoda,2021-2025,ZF,abs_esc,4,3459
Skoda,2021-2025,ZF,chassis_frame,1,345
Skoda,2021-2025,ZF,shock_absorber,3,1291
Skywell,2021-2025,Beijing West Industries,abs_esc,2,1163
Skywell,2021-2025,"Dias Automotive Electronic Systems Co., Ltd.",abs_esc,2,1212
Skywell,2021-2025,"Jiangsu VCS Automotive Technology Co., Ltd.",abs_esc,1,378
smart,2011-2015,Magna,automated_manual_transmission,1,606
smart,2011-2015,Sogefi,stablizer,1,651
smart,2011-2015,ZF,automated_manual_transmission,1,704
smart,2011-2015,ZF,clutch,1,760
smart,2016-2020,Forvia,catalytic_converter,4,8154
smart,2016-2020,Tenneco,catalytic_converter,2,1026
smart,2016-2020,ZF,chassis_frame,1,153
smart,2021-2025,Bosch,abs_esc,2,3736
smart,2021-2025,ZF,abs_esc,1,957
Soueast,2011-2015,Aisin,manual_transmission,1,1825
Soueast,2011-2015,CATARC,catalytic_converter,1,1223
Soueast,2011-2015,"Changchun Yidong Clutch Co., Ltd.",clutch,2,1626
Soueast,2011-2015,Continental,abs_esc,1,1080
Soueast,2011-2015,HL Mando,abs_esc,1,304
Soueast,2011-2015,Magna,manual_transmission,1,608
Soueast,2011-2015,Mitsubishi,starter_motor,1,2047
Soueast,2011-2015,"Tangshan Aisin Gear Co., Ltd.",manual_transmission,1,1888
Soueast,2016-2020,Aisin,manual_transmission,1,576
Soueast,2016-2020,Bosch,abs_esc,2,700
Soueast,2016-2020,CATARC,catalytic_converter,4,4697
Soueast,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,camshaft,1,1120
Soueast,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,crankshaft,1,1340
Soueast,2016-2020,Continental,abs_esc,4,6909
Soueast,2016-2020,"Fujian Zhaori Environmental Science and Technology Development Co., Ltd.",catalytic_converter,2,2539
Soueast,2016-2020,HL Mando,abs_esc,3,2124
Soueast,2016-2020,Hyundai,automatic_transmission_(at),1,839
Soueast,2016-2020,KYB,power_steering_pump,1,1878
Soueast,2016-2020,KYB,shock_absorber,1,1078
Soueast,2016-2020,Magna,manual_transmission,1,1254
Soueast,2016-2020,Mitsubishi,cylinder_block,1,1917
Soueast,2016-2020,"Phinia Delphi Automotive Systems (Shanghai) Co., Ltd. (Formerly BorgWarner Shanghai Automotive Fuel Systems Co., Ltd.)",fuel_injection,1,884
Soueast,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",shock_absorber,1,1775
Soueast,2016-2020,"Shanghai Zhelin Auto Parts Co., Ltd.",manual_transmission,1,1770
Soueast,2016-2020,"Shenyang Sanwei Machinery Co., Ltd.",crankshaft,1,1392
Soueast,2016-2020,"Tangshan Aisin Gear Co., Ltd.",manual_transmission,1,330
Soueast,2021-2025,CATARC,catalytic_converter,1,513
Soueast,2021-2025,Continental,abs_esc,1,545
Soueast,2021-2025,"Fujian Zhaori Environmental Science and Technology Development Co., Ltd.",catalytic_converter,1,187
Soueast,2021-2025,Hyundai,automated_manual_transmission,1,268
Soueast,2021-2025,Hyundai,automatic_transmission_(at),2,1055
Soueast,2021-2025,Magna,manual_transmission,1,654
SsangYong,2011-2015,Aisin,automated_manual_transmission,1,440
SsangYong,2011-2015,Bosch,abs_esc,1,350
SsangYong,2011-2015,HL Mando,steering_gear,1,2088
SsangYong,2011-2015,Hyundai,manual_transmission,1,1047
SsangYong,2011-2015,"Yungjin Co., Ltd.",catalytic_converter,1,246
SsangYong,2016-2020,Hyundai,manual_transmission,2,1639
SsangYong,2016-2020,Posco,chassis_frame,1,689
SsangYong,2016-2020,Sangsin,disc_brake_(pad),1,730
SsangYong,2021-2025,Hyundai,manual_transmission,2,2431
Subaru,2005-2010,Akebono Brake Industry,disc_brake_(pad),1,4341
Subaru,2005-2010,Brembo,disc_brake_(pad),1,370
Subaru,2005-2010,Garrett Motion,disc_brake_(pad),1,1461
Subaru,2005-2010,Hitachi,disc_brake_(pad),1,1027
Subaru,2005-2010,Mitsubishi,fuel_injection,1,501
Subaru,2005-2010,Mitsubishi,starter_motor,1,499
Subaru,2005-2010,Nisshinbo,disc_brake_(pad),1,1970
Subaru,2011-2015,ADVICS,disc_brake_(pad),1,576
Subaru,2011-2015,Ahresty,cylinder_block,1,2616
Subaru,2011-2015,Aisan,fuel_pump,1,953
Subaru,2011-2015,Aisin,drum_brake_(drum),1,979
Subaru,2011-2015,Aisin,manual_transmission,3,2966
Subaru,2011-2015,Aisin,oil_pump,1,2362
Subaru,2011-2015,Aisin,piston,1,435
Subaru,2011-2015,Aisin,torque_converter,2,1717
Subaru,2011-2015,Aisin,water_pump,1,522
Subaru,2011-2015,Akebono Brake Industry,disc_brake_(pad),2,7965
Subaru,2011-2015,"Art Metal Mfg. Co., LTD.",piston,1,2931
Subaru,2011-2015,Daihatsu,automatic_transmission_(at),1,1636
Subaru,2011-2015,Daihatsu,camshaft,3,6256
Subaru,2011-2015,Daihatsu,cylinder_block,1,2127
Subaru,2011-2015,Daihatsu,drum_brake_(drum),2,6292
Subaru,2011-2015,Daihatsu,exhaust_manifold,1,175
Subaru,2011-2015,Daihatsu,manual_transmission,2,2940
Subaru,2011-2015,Daihatsu,oil_pump,2,1040
Subaru,2011-2015,Daihatsu,steering_gear,1,872
Subaru,2011-2015,Daihatsu,water_pump,1,653
Subaru,2011-2015,Exedy,torque_converter,2,14276
Subaru,2011-2015,Federal-Mogul,piston,1,418
Subaru,2011-2015,"Fuji Machinery Co., Ltd.",manual_transmission,4,8286
Subaru,2011-2015,"Fuji Machinery Co., Ltd.",oil_pump,1,4513
Subaru,2011-2015,"Fuji Machinery Co., Ltd.",steering_gear,1,809
Subaru,2011-2015,"Fuji Machinery Co., Ltd.",transmission_shaft,2,8813
Subaru,2011-2015,"Fukai MFG Co., Ltd.",chassis_frame,2,7188
Subaru,2011-2015,Futaba,exhaust_manifold,1,174
Subaru,2011-2015,Garrett Motion,disc_brake_(pad),1,2202
Subaru,2011-2015,Happy Product Inc.,exhaust_manifold,1,2542
Subaru,2011-2015,Hitachi,disc_brake_(pad),2,2871
Subaru,2011-2015,Hitachi,fuel_injection,1,779
Subaru,2011-2015,Hitachi,fuel_pump,1,784
Subaru,2011-2015,Hitachi,piston,1,3504
Subaru,2011-2015,Hitachi,power_steering_pump,2,3465
Subaru,2011-2015,Hitachi,shock_absorber,1,726
Subaru,2011-2015,Hitachi,steering_gear,1,1799
Subaru,2011-2015,"Ichitan Co., Ltd.",crankshaft,1,5336
Subaru,2011-2015,JTEKT,oil_pump,1,471
Subaru,2011-2015,JTEKT,power_steering_pump,1,423
Subaru,2011-2015,"KAKUTA Tech Forging Co., Ltd. Miyoshi Factory (Formerly Kakuta Iron Works Co., Ltd.-Miyoshi Factory)",crankshaft,1,699
Subaru,2011-2015,Kiriu,cylinder_block,1,1001
Subaru,2011-2015,Kiriu,drum_brake_(drum),1,2212
Subaru,2011-2015,Kolbenschmidt,piston,2,8231
Subaru,2011-2015,KYB,power_steering_pump,1,472
Subaru,2011-2015,KYB,shock_absorber,1,2384
Subaru,2011-2015,MAHLE,piston,2,2424
Subaru,2011-2015,Metalart,crankshaft,1,1694
Subaru,2011-2015,"Mikoto Machinerey Co., Ltd.",crossmember,1,3427
Subaru,2011-2015,Mitsubishi,stablizer,1,5273
Subaru,2011-2015,NHK,stablizer,1,3562
Subaru,2011-2015,Nidec,oil_pump,2,1736
Subaru,2011-2015,Nisshinbo,disc_brake_(pad),2,9028
Subaru,2011-2015,Otics,fuel_injection,1,605
Subaru,2011-2015,Riken,camshaft,2,8491
Subaru,2011-2015,Ryobi,cylinder_block,1,4093
Subaru,2011-2015,"Sakamoto Industry Co., Ltd.",catalytic_converter,1,596
Subaru,2011-2015,"Sakamoto Industry Co., Ltd.",exhaust_manifold,1,5073
Subaru,2011-2015,"Sakura Metal Industry Co., Ltd.",camshaft,1,4121
Subaru,2011-2015,SANGO,exhaust_manifold,1,3323
Subaru,2011-2015,Somic,stablizer,2,10002
Subaru,2011-2015,Subaru,automatic_transmission_(at),2,5090
Subaru,2011-2015,Subaru,cylinder_block,1,1833
Subaru,2011-2015,Subaru,manual_transmission,2,2837
Subaru,2011-2015,thyssenkrupp,shock_absorber,1,1650
Subaru,2011-2015,Toyota,camshaft,1,778
Subaru,2011-2015,Toyota,cylinder_block,1,248
Subaru,2011-2015,Valeo,starter_motor,1,464
Subaru,2011-2015,Yamada,water_pump,1,2290
Subaru,2016-2020,ADVICS,abs_esc,1,2136
Subaru,2016-2020,Ahresty,cylinder_block,1,3031
Subaru,2016-2020,Aisan,fuel_pump,2,2341
Subaru,2016-2020,Aisin,automatic_transmission_(at),1,308
Subaru,2016-2020,Aisin,clutch,1,597
Subaru,2016-2020,Aisin,manual_transmission,1,758
Subaru,2016-2020,Aisin,torque_converter,1,804
Subaru,2016-2020,Akebono Brake Industry,disc_brake_(pad),3,2235
Subaru,2016-2020,"Art Metal Mfg. Co., LTD.",piston,1,2670
Subaru,2016-2020,Bosch,abs_esc,3,1824
Subaru,2016-2020,Cataler,catalytic_converter,1,271
Subaru,2016-2020,Continental,abs_esc,3,7194
Subaru,2016-2020,D-ACT,water_pump,1,2742
Subaru,2016-2020,Daihatsu,automatic_transmission_(at),1,999
Subaru,2016-2020,Daihatsu,camshaft,1,2348
Subaru,2016-2020,Daihatsu,crankshaft,1,1770
Subaru,2016-2020,Daihatsu,cylinder_block,1,3272
Subaru,2016-2020,Daihatsu,manual_transmission,2,1568
Subaru,2016-2020,Daihatsu,steering_gear,2,1912
Subaru,2016-2020,Denso,fuel_injection,3,3487
Subaru,2016-2020,Denso,fuel_pump,3,3634
Subaru,2016-2020,Denso,starter_motor,3,2927
Subaru,2016-2020,Denso,water_pump,1,364
Subaru,2016-2020,Exedy,clutch,1,855
Subaru,2016-2020,Exedy,torque_converter,2,18509
Subaru,2016-2020,"F.C.C. Co., Ltd.",clutch,1,435
Subaru,2016-2020,"Fuji Machinery Co., Ltd.",manual_transmission,1,285
Subaru,2016-2020,"Fuji Machinery Co., Ltd.",oil_pump,1,5820
Subaru,2016-2020,Happy Product Inc.,exhaust_manifold,1,998
Subaru,2016-2020,Hirotec,exhaust_manifold,1,1093
Subaru,2016-2020,Hitachi,camshaft,1,3913
Subaru,2016-2020,Hitachi,fuel_injection,1,488
Subaru,2016-2020,Hitachi,power_steering_pump,1,265
Subaru,2016-2020,Hitachi,shock_absorber,4,8915
Subaru,2016-2020,Hitachi,steering_gear,3,3902
Subaru,2016-2020,JTEKT,steering_gear,1,1914
Subaru,2016-2020,KYB,shock_absorber,1,600
Subaru,2016-2020,KYB,steering_gear,1,1539
Subaru,2016-2020,"Kyosan Denki Co., Ltd.",fuel_pump,2,1747
Subaru,2016-2020,Metalart,crankshaft,2,5438
Subaru,2016-2020,Mitsubishi,fuel_injection,1,1180
Subaru,2016-2020,Mitsubishi,stablizer,1,3273
Subaru,2016-2020,Mitsubishi,starter_motor,5,5840
Subaru,2016-2020,NHK,stablizer,2,11860
Subaru,2016-2020,Otics,camshaft,1,450
Subaru,2016-2020,Otics,fuel_injection,1,455
Subaru,2016-2020,Riken,camshaft,1,5268
Subaru,2016-2020,"Sakamoto Industry Co., Ltd.",catalytic_converter,5,9602
Subaru,2016-2020,"Sakamoto Industry Co., Ltd.",exhaust_manifold,1,1841
Subaru,2016-2020,SANGO,exhaust_manifold,2,5064
Subaru,2016-2020,SNT Motiv,shock_absorber,1,526
Subaru,2016-2020,Subaru,crankshaft,1,314
Subaru,2016-2020,thyssenkrupp,shock_absorber,2,5375
Subaru,2016-2020,"TOA (USA), LLC",chassis_frame,1,392
Subaru,2016-2020,"TOA (USA), LLC",crossmember,1,363
Subaru,2016-2020,Valeo,starter_motor,1,1112
Subaru,2016-2020,Yamada,water_pump,1,4017
Subaru,2016-2020,ZF,chassis_frame,1,833
Subaru,2016-2020,ZF,shock_absorber,3,2161
Subaru,2021-2025,ADVICS,abs_esc,4,8159
Subaru,2021-2025,Ahresty,crossmember,1,862
Subaru,2021-2025,Ahresty,cylinder_block,1,2490
Subaru,2021-2025,Aisan,fuel_pump,2,3939
Subaru,2021-2025,Aisin,automatic_transmission_(at),2,1235
Subaru,2021-2025,Aisin,manual_transmission,1,392
Subaru,2021-2025,"Art Metal Mfg. Co., LTD.",piston,4,4893
Subaru,2021-2025,Bosch,abs_esc,6,18121
Subaru,2021-2025,Bosch,fuel_injection,1,999
Subaru,2021-2025,Brembo,disc_brake_(pad),1,506
Subaru,2021-2025,Continental,abs_esc,4,6195
Subaru,2021-2025,Daihatsu,camshaft,1,4574
Subaru,2021-2025,Daihatsu,steering_gear,4,8514
Subaru,2021-2025,Daihatsu,water_pump,1,3338
Subaru,2021-2025,Denso,fuel_injection,4,7785
Subaru,2021-2025,Denso,fuel_pump,5,10444
Subaru,2021-2025,Denso,starter_motor,6,11264
Subaru,2021-2025,Exedy,clutch,3,4455
Subaru,2021-2025,Exedy,torque_converter,2,7317
Subaru,2021-2025,Futaba,chassis_frame,2,395
Subaru,2021-2025,Hitachi,shock_absorber,7,17626
Subaru,2021-2025,Hitachi,steering_gear,1,507
Subaru,2021-2025,KYB,shock_absorber,8,10448
Subaru,2021-2025,"Kyosan Denki Co., Ltd.",fuel_pump,2,1599
Subaru,2021-2025,Metalart,crankshaft,1,4863
Subaru,2021-2025,Mitsubishi,starter_motor,10,20738
Subaru,2021-2025,Nifco Inc.,abs_esc,1,283
Subaru,2021-2025,Nisshinbo,disc_brake_(pad),1,814
Subaru,2021-2025,Otics,camshaft,1,5961
Subaru,2021-2025,Riken,camshaft,1,7164
Subaru,2021-2025,Rongtai Industrial Development Le?n S. de R.L. de C.V.,steering_gear,1,1717
Subaru,2021-2025,Schaeffler,automatic_transmission_(at),1,883
Subaru,2021-2025,"Siam NPR Co., Ltd.",camshaft,1,609
Subaru,2021-2025,Subaru,crankshaft,2,8162
Subaru,2021-2025,Yamada,water_pump,3,5431
Subaru,2021-2025,ZF,shock_absorber,4,3323
Suzuki,2005-2010,ADVICS,disc_brake_(pad),1,2225
Suzuki,2005-2010,Aisan,fuel_pump,1,278
Suzuki,2005-2010,Aisin,automated_manual_transmission,2,878
Suzuki,2005-2010,Aisin,manual_transmission,1,1803
Suzuki,2005-2010,Akebono Brake Industry,disc_brake_(pad),1,1519
Suzuki,2005-2010,Hitachi,disc_brake_(pad),1,2970
Suzuki,2005-2010,JATCO,automatic_transmission_(at),2,2242
Suzuki,2005-2010,Mitsubishi,fuel_injection,1,8282
Suzuki,2005-2010,Mitsubishi,starter_motor,1,437
Suzuki,2005-2010,Nisshinbo,disc_brake_(pad),1,5029
Suzuki,2005-2010,Visteon,fuel_pump,1,839
Suzuki,2011-2015,ADVICS,disc_brake_(pad),1,907
Suzuki,2011-2015,Ahresty,cylinder_block,2,15573
Suzuki,2011-2015,Aichi,crankshaft,2,2086
Suzuki,2011-2015,Aichi,manual_transmission,1,575
Suzuki,2011-2015,Aisin,automatic_transmission_(at),2,3659
Suzuki,2011-2015,Aisin,clutch,1,388
